action,table,rows_accessed,status,timestamp,risk_label
INSERT,logs,4583,failed,2026-03-29 15:26:39.148958,0
SELECT,orders,3482,failed,2026-03-30 00:31:39.148958,0
DELETE,orders,4462,success,2026-03-26 04:32:39.148958,0
SELECT,users,6772,failed,2026-03-30 02:13:39.150465,1
DELETE,payments,9355,failed,2026-03-29 13:30:39.150465,1
INSERT,logs,9668,success,2026-03-23 22:22:39.150465,0
EXPORT,payments,5700,failed,2026-03-23 22:01:39.150465,1
EXPORT,users,232,failed,2026-03-29 06:45:39.150465,0
INSERT,users,385,failed,2026-03-26 06:20:39.150465,0
EXPORT,logs,2445,failed,2026-03-27 18:17:39.150465,1
EXPORT,orders,2948,failed,2026-03-27 05:18:39.150465,1
SELECT,payments,8436,success,2026-03-25 13:49:39.150465,0
EXPORT,logs,3601,success,2026-03-26 04:10:39.150465,1
EXPORT,users,3826,failed,2026-03-25 02:35:39.150465,1
INSERT,payments,2208,success,2026-03-30 00:11:39.150465,0
INSERT,orders,6434,failed,2026-03-24 14:54:39.150465,1
DELETE,orders,689,success,2026-03-24 09:57:39.150465,0
UPDATE,payments,5201,failed,2026-03-26 18:24:39.150465,1
INSERT,users,9092,failed,2026-03-27 09:52:39.150465,1
DELETE,payments,480,failed,2026-03-26 20:19:39.150465,0
INSERT,users,9445,success,2026-03-24 18:09:39.150465,0
DELETE,payments,5060,success,2026-03-24 05:54:39.150465,0
SELECT,payments,1397,success,2026-03-25 11:41:39.150465,0
SELECT,orders,1916,failed,2026-03-28 21:44:39.150465,0
INSERT,payments,8494,failed,2026-03-29 11:41:39.150465,1
UPDATE,logs,6918,success,2026-03-28 01:47:39.150465,0
INSERT,payments,6854,success,2026-03-28 05:25:39.150465,0
SELECT,orders,6155,success,2026-03-29 18:03:39.150465,0
EXPORT,orders,1437,failed,2026-03-27 21:40:39.150465,1
EXPORT,orders,9614,success,2026-03-24 10:09:39.150465,1
EXPORT,users,9039,success,2026-03-25 21:02:39.150465,1
UPDATE,logs,3816,failed,2026-03-26 18:22:39.150465,0
UPDATE,logs,2117,success,2026-03-29 20:10:39.150465,0
SELECT,logs,227,success,2026-03-28 11:41:39.150465,0
UPDATE,orders,1278,success,2026-03-25 10:50:39.150465,0
EXPORT,users,470,success,2026-03-24 20:08:39.150465,0
INSERT,orders,916,failed,2026-03-27 08:42:39.150465,0
EXPORT,payments,719,failed,2026-03-26 12:35:39.150465,0
EXPORT,payments,9881,failed,2026-03-27 17:43:39.150465,1
SELECT,users,8803,failed,2026-03-25 23:24:39.150465,1
SELECT,logs,6904,success,2026-03-30 17:24:39.150465,0
UPDATE,payments,4930,success,2026-03-28 20:04:39.150465,0
DELETE,users,1657,failed,2026-03-23 22:16:39.150465,1
INSERT,orders,573,success,2026-03-24 22:44:39.150465,0
EXPORT,orders,2970,failed,2026-03-27 11:12:39.150465,1
EXPORT,users,6224,failed,2026-03-28 03:15:39.150465,1
INSERT,payments,9438,failed,2026-03-25 03:04:39.150465,1
INSERT,payments,885,failed,2026-03-29 01:24:39.150465,0
DELETE,logs,2859,success,2026-03-27 21:04:39.150465,0
DELETE,logs,9851,failed,2026-03-30 08:59:39.150465,1
INSERT,users,9009,success,2026-03-30 06:42:39.150465,0
SELECT,users,9479,success,2026-03-28 05:26:39.150465,0
SELECT,users,5487,failed,2026-03-28 21:30:39.150465,1
DELETE,payments,2894,failed,2026-03-28 15:02:39.150465,0
SELECT,logs,7493,success,2026-03-24 08:44:39.150465,0
DELETE,logs,4542,success,2026-03-26 04:38:39.150465,0
EXPORT,payments,3345,failed,2026-03-27 13:29:39.151599,1
EXPORT,users,6135,failed,2026-03-27 09:42:39.151599,1
INSERT,payments,9736,failed,2026-03-26 22:17:39.151599,1
INSERT,orders,1394,failed,2026-03-29 17:53:39.151599,0
INSERT,payments,5029,success,2026-03-26 13:34:39.151599,0
INSERT,users,82,success,2026-03-28 03:32:39.151599,0
INSERT,users,57,success,2026-03-29 14:23:39.151599,0
INSERT,orders,1178,success,2026-03-24 08:40:39.151599,0
SELECT,logs,4105,failed,2026-03-28 16:11:39.151599,0
UPDATE,users,9178,failed,2026-03-30 06:16:39.151599,1
UPDATE,logs,1462,success,2026-03-24 10:33:39.151599,0
SELECT,payments,8011,failed,2026-03-24 11:24:39.151599,1
EXPORT,logs,5808,success,2026-03-24 03:27:39.151599,1
UPDATE,logs,6956,success,2026-03-25 22:34:39.151599,0
EXPORT,orders,6659,failed,2026-03-25 22:15:39.151599,1
EXPORT,orders,9518,failed,2026-03-25 09:44:39.151599,1
UPDATE,payments,3963,success,2026-03-26 17:29:39.151599,0
EXPORT,payments,9568,failed,2026-03-28 21:21:39.151599,1
EXPORT,logs,8281,failed,2026-03-26 07:25:39.151599,1
EXPORT,logs,1847,failed,2026-03-25 00:18:39.151599,1
EXPORT,orders,9983,success,2026-03-24 06:47:39.151599,1
UPDATE,orders,4308,failed,2026-03-29 20:52:39.151599,0
DELETE,orders,9777,success,2026-03-28 23:14:39.151599,0
UPDATE,logs,2124,failed,2026-03-29 17:30:39.151599,0
SELECT,logs,6883,success,2026-03-27 15:02:39.151599,0
SELECT,users,6491,failed,2026-03-24 06:15:39.151599,1
EXPORT,users,5163,failed,2026-03-28 22:39:39.151599,1
UPDATE,orders,8121,failed,2026-03-26 13:35:39.151599,1
SELECT,orders,5702,success,2026-03-29 02:26:39.151599,0
INSERT,users,3277,success,2026-03-28 07:29:39.151599,0
SELECT,orders,8835,failed,2026-03-29 23:54:39.151599,1
UPDATE,users,8525,success,2026-03-30 07:51:39.151599,0
UPDATE,orders,4472,failed,2026-03-28 20:59:39.151599,0
SELECT,users,3763,failed,2026-03-28 09:52:39.151599,0
INSERT,orders,7848,success,2026-03-25 14:04:39.151599,0
INSERT,payments,7964,failed,2026-03-30 03:58:39.151599,1
SELECT,logs,7786,success,2026-03-29 01:55:39.151599,0
UPDATE,users,8338,failed,2026-03-26 16:35:39.151599,1
INSERT,payments,979,success,2026-03-24 13:46:39.151599,0
UPDATE,logs,7632,failed,2026-03-26 01:51:39.151599,1
DELETE,orders,6260,failed,2026-03-29 18:01:39.151599,1
DELETE,users,3416,success,2026-03-27 20:21:39.151599,1
EXPORT,orders,5788,success,2026-03-25 02:15:39.151599,1
EXPORT,logs,685,success,2026-03-27 15:29:39.151599,0
INSERT,logs,1578,failed,2026-03-29 15:54:39.151599,0
UPDATE,payments,3886,success,2026-03-28 16:18:39.151599,0
DELETE,logs,8924,failed,2026-03-24 12:48:39.151599,1
DELETE,payments,5126,success,2026-03-30 15:13:39.151599,0
DELETE,orders,9300,failed,2026-03-26 03:43:39.151599,1
INSERT,payments,4792,failed,2026-03-24 17:41:39.151599,0
UPDATE,payments,3954,failed,2026-03-27 05:38:39.151599,0
DELETE,payments,4612,success,2026-03-25 22:29:39.151599,0
DELETE,payments,6961,success,2026-03-26 13:18:39.152970,0
EXPORT,orders,8127,success,2026-03-25 12:40:39.152970,1
DELETE,payments,1381,success,2026-03-29 01:25:39.152970,0
UPDATE,logs,3131,success,2026-03-28 02:12:39.152970,0
DELETE,orders,3449,success,2026-03-26 00:20:39.152970,0
INSERT,users,4939,success,2026-03-27 20:33:39.152970,0
SELECT,logs,3669,success,2026-03-24 21:28:39.152970,0
UPDATE,logs,9736,success,2026-03-25 15:57:39.152970,0
SELECT,logs,5727,success,2026-03-30 10:26:39.152970,0
INSERT,payments,5015,failed,2026-03-30 05:11:39.152970,1
SELECT,orders,6759,failed,2026-03-23 20:46:39.152970,1
UPDATE,users,2415,failed,2026-03-30 18:15:39.152970,0
INSERT,orders,30,success,2026-03-26 21:20:39.152970,0
SELECT,orders,919,success,2026-03-28 15:43:39.152970,0
SELECT,logs,6401,failed,2026-03-25 05:51:39.152970,1
UPDATE,users,3999,failed,2026-03-28 03:57:39.152970,0
EXPORT,logs,4219,success,2026-03-28 03:11:39.152970,1
UPDATE,logs,2898,failed,2026-03-29 18:51:39.152970,0
INSERT,orders,3382,success,2026-03-27 23:54:39.152970,0
INSERT,orders,4279,success,2026-03-26 22:05:39.152970,0
UPDATE,payments,280,success,2026-03-24 02:07:39.152970,0
DELETE,users,8253,failed,2026-03-26 15:58:39.152970,1
UPDATE,users,2993,failed,2026-03-26 19:47:39.152970,0
SELECT,orders,5209,failed,2026-03-23 23:30:39.152970,1
INSERT,users,6434,success,2026-03-30 05:36:39.152970,0
DELETE,logs,3618,failed,2026-03-25 20:09:39.152970,0
UPDATE,payments,8169,success,2026-03-24 18:27:39.152970,0
DELETE,orders,8090,failed,2026-03-27 04:14:39.152970,1
EXPORT,orders,3566,failed,2026-03-24 04:46:39.152970,1
SELECT,users,52,failed,2026-03-25 20:46:39.152970,0
UPDATE,orders,3716,failed,2026-03-30 18:29:39.152970,0
SELECT,users,285,failed,2026-03-25 03:19:39.152970,0
SELECT,orders,6344,failed,2026-03-24 15:35:39.152970,1
INSERT,logs,3540,success,2026-03-28 11:37:39.152970,0
DELETE,users,5722,failed,2026-03-23 21:32:39.152970,1
EXPORT,logs,9716,failed,2026-03-26 11:48:39.152970,1
EXPORT,logs,1998,success,2026-03-25 13:45:39.152970,1
SELECT,orders,5501,failed,2026-03-30 14:58:39.152970,1
EXPORT,orders,7112,success,2026-03-27 17:07:39.152970,1
UPDATE,orders,1871,failed,2026-03-27 17:01:39.152970,0
DELETE,orders,5823,success,2026-03-28 02:12:39.152970,0
DELETE,users,1031,success,2026-03-27 19:14:39.152970,1
SELECT,users,3466,failed,2026-03-28 23:33:39.152970,0
DELETE,users,5261,success,2026-03-27 15:46:39.152970,1
DELETE,users,2449,failed,2026-03-24 22:29:39.152970,1
DELETE,orders,9599,success,2026-03-25 19:49:39.152970,0
UPDATE,payments,5613,success,2026-03-27 07:18:39.152970,0
SELECT,users,8491,success,2026-03-29 03:57:39.152970,0
UPDATE,logs,2242,success,2026-03-25 20:51:39.153995,0
UPDATE,payments,1512,failed,2026-03-25 17:00:39.153995,0
EXPORT,users,3873,failed,2026-03-27 13:45:39.153995,1
DELETE,orders,9483,failed,2026-03-25 08:30:39.153995,1
DELETE,users,9007,success,2026-03-30 13:42:39.153995,1
INSERT,payments,922,success,2026-03-30 11:02:39.153995,0
SELECT,payments,6988,success,2026-03-29 11:13:39.153995,0
EXPORT,users,8495,failed,2026-03-27 11:37:39.153995,1
UPDATE,orders,993,failed,2026-03-27 18:39:39.153995,0
DELETE,logs,9059,success,2026-03-29 08:41:39.153995,0
INSERT,logs,2376,success,2026-03-27 23:55:39.153995,0
EXPORT,payments,4690,success,2026-03-26 03:10:39.153995,1
EXPORT,logs,8399,failed,2026-03-24 01:03:39.153995,1
INSERT,users,8007,success,2026-03-24 23:18:39.153995,0
DELETE,logs,100,failed,2026-03-26 16:38:39.153995,0
INSERT,logs,1496,failed,2026-03-28 07:18:39.153995,0
SELECT,users,9113,failed,2026-03-29 05:58:39.153995,1
EXPORT,users,544,success,2026-03-30 06:20:39.153995,0
SELECT,logs,2299,failed,2026-03-25 07:34:39.153995,0
EXPORT,logs,4855,failed,2026-03-29 14:48:39.153995,1
DELETE,logs,5136,failed,2026-03-28 14:05:39.153995,1
INSERT,users,4808,failed,2026-03-27 17:48:39.153995,0
EXPORT,logs,6536,failed,2026-03-29 18:24:39.153995,1
SELECT,payments,7018,success,2026-03-29 01:03:39.153995,0
SELECT,logs,7997,success,2026-03-26 21:59:39.153995,0
DELETE,payments,4906,success,2026-03-28 10:06:39.153995,0
DELETE,logs,7644,failed,2026-03-25 19:00:39.153995,1
INSERT,users,5977,success,2026-03-30 06:27:39.153995,0
INSERT,logs,8037,failed,2026-03-27 20:44:39.153995,1
EXPORT,payments,320,success,2026-03-29 12:00:39.153995,0
DELETE,payments,2763,success,2026-03-25 02:12:39.153995,0
INSERT,logs,6230,failed,2026-03-25 14:13:39.153995,1
INSERT,logs,1014,failed,2026-03-26 14:58:39.153995,0
UPDATE,orders,413,success,2026-03-29 07:30:39.153995,0
EXPORT,logs,4739,success,2026-03-29 07:01:39.153995,1
SELECT,orders,6489,failed,2026-03-25 08:34:39.153995,1
DELETE,orders,2334,failed,2026-03-27 17:45:39.153995,0
DELETE,logs,5324,failed,2026-03-30 05:08:39.153995,1
DELETE,orders,9301,failed,2026-03-24 02:23:39.153995,1
SELECT,logs,745,failed,2026-03-29 10:58:39.153995,0
EXPORT,logs,9520,success,2026-03-23 22:35:39.153995,1
EXPORT,logs,6859,failed,2026-03-27 09:43:39.153995,1
SELECT,payments,5252,success,2026-03-29 07:51:39.153995,0
DELETE,users,6090,failed,2026-03-29 16:07:39.153995,1
SELECT,users,9564,failed,2026-03-26 04:21:39.153995,1
EXPORT,users,8140,success,2026-03-29 19:33:39.154996,1
EXPORT,logs,1937,failed,2026-03-27 06:05:39.154996,1
DELETE,logs,8264,success,2026-03-24 16:05:39.154996,0
SELECT,users,6656,failed,2026-03-27 02:19:39.154996,1
DELETE,orders,3889,success,2026-03-30 18:35:39.154996,0
DELETE,logs,8541,failed,2026-03-24 20:24:39.154996,1
EXPORT,orders,9942,success,2026-03-27 01:27:39.154996,1
DELETE,payments,8768,success,2026-03-29 19:36:39.154996,0
SELECT,logs,8631,failed,2026-03-30 17:17:39.154996,1
DELETE,users,8322,success,2026-03-25 06:53:39.154996,1
UPDATE,payments,9793,success,2026-03-27 02:14:39.154996,0
SELECT,orders,8553,success,2026-03-26 15:04:39.154996,0
SELECT,users,2379,success,2026-03-25 13:15:39.154996,0
UPDATE,payments,5135,success,2026-03-26 16:10:39.154996,0
UPDATE,users,4735,success,2026-03-28 12:48:39.154996,0
EXPORT,payments,3745,failed,2026-03-26 13:29:39.154996,1
UPDATE,logs,1509,failed,2026-03-28 12:47:39.154996,0
EXPORT,logs,3891,success,2026-03-29 05:16:39.155982,1
EXPORT,users,160,failed,2026-03-28 05:08:39.155982,0
SELECT,logs,9608,success,2026-03-28 23:27:39.155982,0
SELECT,orders,5955,failed,2026-03-25 21:08:39.155982,1
DELETE,payments,3274,failed,2026-03-29 12:31:39.155982,0
EXPORT,payments,4696,success,2026-03-27 06:21:39.155982,1
EXPORT,logs,2570,failed,2026-03-25 04:03:39.155982,1
SELECT,users,2400,failed,2026-03-28 00:19:39.155982,0
INSERT,logs,3695,failed,2026-03-30 12:36:39.155982,0
SELECT,users,9909,failed,2026-03-30 11:36:39.155982,1
INSERT,orders,7213,success,2026-03-29 19:26:39.155982,0
DELETE,users,4698,success,2026-03-27 20:36:39.155982,1
UPDATE,logs,9657,success,2026-03-29 17:09:39.155982,0
DELETE,logs,3921,success,2026-03-23 22:06:39.155982,0
DELETE,users,8038,failed,2026-03-26 23:39:39.155982,1
DELETE,users,364,failed,2026-03-25 20:45:39.155982,1
INSERT,payments,3948,success,2026-03-28 22:12:39.155982,0
UPDATE,users,2320,success,2026-03-24 08:25:39.155982,0
SELECT,logs,8839,failed,2026-03-24 16:51:39.155982,1
UPDATE,users,1457,success,2026-03-26 15:52:39.155982,0
EXPORT,users,7540,success,2026-03-28 09:28:39.155982,1
DELETE,logs,8267,success,2026-03-28 02:51:39.155982,0
UPDATE,users,3098,success,2026-03-24 03:35:39.155982,0
EXPORT,orders,9614,failed,2026-03-27 18:37:39.155982,1
DELETE,logs,4842,success,2026-03-25 13:57:39.155982,0
INSERT,users,4905,success,2026-03-28 01:25:39.155982,0
DELETE,orders,8271,success,2026-03-23 21:12:39.155982,0
SELECT,payments,4861,success,2026-03-30 06:03:39.155982,0
EXPORT,users,1293,success,2026-03-28 15:36:39.155982,1
SELECT,orders,3536,failed,2026-03-29 04:26:39.156981,0
SELECT,users,5597,success,2026-03-24 18:08:39.156981,0
UPDATE,payments,7411,failed,2026-03-27 10:41:39.156981,1
EXPORT,users,7580,success,2026-03-29 05:10:39.156981,1
DELETE,payments,3784,success,2026-03-25 14:54:39.156981,0
EXPORT,orders,8202,failed,2026-03-27 15:04:39.156981,1
UPDATE,payments,2795,success,2026-03-27 20:40:39.156981,0
UPDATE,users,4332,failed,2026-03-26 21:56:39.156981,0
UPDATE,orders,8569,success,2026-03-24 13:29:39.156981,0
SELECT,logs,5420,success,2026-03-28 07:48:39.156981,0
DELETE,logs,494,success,2026-03-24 04:55:39.156981,0
SELECT,users,3624,failed,2026-03-30 08:21:39.156981,0
EXPORT,payments,4948,failed,2026-03-24 03:54:39.156981,1
DELETE,orders,1890,failed,2026-03-29 19:22:39.157502,0
DELETE,logs,5634,failed,2026-03-30 08:41:39.157502,1
UPDATE,orders,1505,success,2026-03-25 00:30:39.157502,0
INSERT,users,1610,success,2026-03-30 15:20:39.157502,0
INSERT,logs,8908,failed,2026-03-25 07:08:39.157502,1
SELECT,payments,4431,failed,2026-03-26 22:17:39.157502,0
UPDATE,payments,202,success,2026-03-25 10:42:39.157502,0
SELECT,users,703,success,2026-03-27 15:27:39.157502,0
DELETE,users,7495,failed,2026-03-26 11:41:39.157502,1
DELETE,payments,7996,failed,2026-03-27 05:44:39.157502,1
EXPORT,payments,2903,success,2026-03-26 16:04:39.157502,1
SELECT,logs,8774,failed,2026-03-27 05:00:39.157502,1
INSERT,users,1718,failed,2026-03-28 02:42:39.157502,0
EXPORT,payments,9091,success,2026-03-26 17:09:39.157502,1
UPDATE,logs,6959,success,2026-03-26 20:18:39.157502,0
INSERT,orders,8693,success,2026-03-26 22:06:39.157502,0
UPDATE,logs,988,failed,2026-03-30 03:30:39.157502,0
UPDATE,orders,4875,failed,2026-03-29 11:22:39.157502,0
EXPORT,orders,4463,success,2026-03-26 22:53:39.157502,1
INSERT,users,3888,success,2026-03-25 06:40:39.157502,0
EXPORT,payments,4430,success,2026-03-30 06:04:39.157502,1
DELETE,orders,2603,success,2026-03-26 20:38:39.157502,0
DELETE,orders,4370,success,2026-03-25 18:58:39.157502,0
INSERT,payments,5194,failed,2026-03-27 05:24:39.157502,1
EXPORT,logs,1179,failed,2026-03-28 16:42:39.157502,1
EXPORT,logs,5751,failed,2026-03-26 12:17:39.157502,1
UPDATE,orders,5269,success,2026-03-26 23:51:39.157502,0
UPDATE,orders,6396,success,2026-03-23 23:47:39.157502,0
SELECT,payments,8667,success,2026-03-27 05:33:39.157502,0
EXPORT,orders,9920,success,2026-03-24 10:34:39.157502,1
UPDATE,users,8121,success,2026-03-27 01:16:39.157502,0
DELETE,users,4868,failed,2026-03-24 12:38:39.157502,1
SELECT,payments,4069,success,2026-03-28 08:36:39.158514,0
INSERT,orders,4645,failed,2026-03-27 21:46:39.158514,0
DELETE,users,5521,failed,2026-03-30 16:06:39.158514,1
INSERT,logs,3912,failed,2026-03-26 08:10:39.158514,0
INSERT,payments,9645,failed,2026-03-30 01:28:39.158514,1
UPDATE,payments,6755,failed,2026-03-29 04:56:39.158514,1
DELETE,users,2845,success,2026-03-25 13:07:39.158514,1
INSERT,logs,5942,failed,2026-03-26 23:24:39.158514,1
INSERT,logs,7248,success,2026-03-29 04:42:39.158514,0
INSERT,orders,2692,failed,2026-03-28 10:30:39.158514,0
UPDATE,logs,5478,failed,2026-03-29 01:56:39.158514,1
INSERT,users,4064,failed,2026-03-23 21:12:39.158514,0
UPDATE,logs,7520,success,2026-03-25 06:24:39.158514,0
SELECT,orders,7460,success,2026-03-27 04:46:39.158514,0
DELETE,orders,7635,success,2026-03-30 08:06:39.158514,0
DELETE,users,527,failed,2026-03-29 14:47:39.158514,1
EXPORT,logs,6850,success,2026-03-27 01:57:39.158514,1
UPDATE,payments,9419,failed,2026-03-29 17:19:39.158514,1
EXPORT,users,5539,success,2026-03-27 01:37:39.158514,1
UPDATE,logs,6671,failed,2026-03-29 07:42:39.158514,1
SELECT,payments,8172,success,2026-03-29 10:51:39.158514,0
SELECT,users,6476,failed,2026-03-28 04:25:39.158514,1
UPDATE,logs,2911,failed,2026-03-25 06:45:39.158514,0
DELETE,users,2850,success,2026-03-25 03:23:39.158514,1
UPDATE,users,1630,success,2026-03-25 02:26:39.158514,0
EXPORT,users,1552,success,2026-03-24 18:58:39.158514,1
EXPORT,logs,3566,failed,2026-03-24 06:18:39.158514,1
SELECT,orders,8467,success,2026-03-29 20:35:39.158514,0
EXPORT,users,1603,success,2026-03-27 17:54:39.158514,1
EXPORT,users,1079,failed,2026-03-25 04:14:39.158514,1
EXPORT,logs,9620,success,2026-03-25 06:20:39.158514,1
EXPORT,users,6702,failed,2026-03-26 23:35:39.158514,1
DELETE,orders,2295,failed,2026-03-28 09:32:39.159515,0
INSERT,users,5739,failed,2026-03-28 08:55:39.159515,1
UPDATE,logs,8804,failed,2026-03-30 10:32:39.159515,1
EXPORT,payments,3203,success,2026-03-30 13:55:39.159515,1
INSERT,logs,9996,failed,2026-03-26 07:18:39.159515,1
SELECT,orders,4430,success,2026-03-29 19:37:39.159515,0
EXPORT,orders,7222,failed,2026-03-27 08:37:39.159515,1
EXPORT,logs,2606,failed,2026-03-27 20:00:39.159515,1
DELETE,orders,9198,success,2026-03-27 03:01:39.159515,0
INSERT,payments,8318,failed,2026-03-24 14:24:39.159515,1
INSERT,users,1628,success,2026-03-27 23:40:39.159515,0
DELETE,logs,445,success,2026-03-27 20:25:39.159515,0
INSERT,users,263,success,2026-03-28 19:12:39.159515,0
EXPORT,orders,9008,failed,2026-03-27 07:28:39.159515,1
INSERT,orders,3846,success,2026-03-25 11:15:39.159515,0
SELECT,users,4104,failed,2026-03-27 07:36:39.159515,0
EXPORT,users,7835,failed,2026-03-24 17:02:39.159515,1
EXPORT,users,7168,success,2026-03-27 09:30:39.159515,1
EXPORT,users,7595,failed,2026-03-25 20:49:39.159515,1
SELECT,logs,5914,success,2026-03-26 09:37:39.159515,0
SELECT,orders,5608,failed,2026-03-24 14:11:39.159515,1
SELECT,orders,8112,failed,2026-03-27 23:20:39.159515,1
EXPORT,users,1147,success,2026-03-28 11:20:39.159515,1
UPDATE,orders,4590,success,2026-03-25 23:00:39.159515,0
INSERT,users,2468,failed,2026-03-25 00:55:39.159515,0
INSERT,users,5586,success,2026-03-28 01:02:39.159515,0
INSERT,users,7622,success,2026-03-30 11:02:39.159515,0
UPDATE,orders,5189,failed,2026-03-26 20:57:39.159515,1
SELECT,logs,1215,failed,2026-03-24 20:38:39.159515,0
UPDATE,logs,3830,success,2026-03-28 22:59:39.159515,0
EXPORT,payments,5428,success,2026-03-27 14:58:39.159515,1
DELETE,payments,8046,failed,2026-03-28 03:26:39.159515,1
SELECT,payments,4504,failed,2026-03-24 14:45:39.159515,0
SELECT,logs,9623,success,2026-03-29 10:00:39.159515,0
SELECT,users,434,success,2026-03-29 20:56:39.159515,0
DELETE,orders,6624,failed,2026-03-26 03:42:39.159515,1
UPDATE,logs,5326,failed,2026-03-23 23:57:39.159515,1
EXPORT,logs,2735,success,2026-03-30 04:49:39.159515,1
UPDATE,users,5559,failed,2026-03-26 19:10:39.159515,1
INSERT,orders,1262,failed,2026-03-26 23:47:39.160523,0
SELECT,logs,3836,success,2026-03-27 18:17:39.160523,0
UPDATE,users,2975,failed,2026-03-26 06:31:39.160523,0
EXPORT,orders,6254,success,2026-03-29 18:06:39.160523,1
DELETE,payments,4788,success,2026-03-25 22:35:39.160523,0
EXPORT,payments,9393,success,2026-03-26 02:30:39.160523,1
SELECT,orders,3620,success,2026-03-24 16:00:39.160523,0
SELECT,logs,3973,success,2026-03-29 22:21:39.160523,0
UPDATE,users,838,failed,2026-03-26 21:29:39.160523,0
EXPORT,logs,3502,success,2026-03-30 08:55:39.160523,1
DELETE,orders,3517,success,2026-03-25 12:21:39.160523,0
DELETE,logs,2960,failed,2026-03-24 17:24:39.160523,0
SELECT,users,205,success,2026-03-27 11:12:39.160523,0
SELECT,logs,5178,failed,2026-03-28 14:46:39.160523,1
EXPORT,payments,7754,failed,2026-03-28 12:33:39.160523,1
UPDATE,users,3245,success,2026-03-26 21:41:39.160523,0
DELETE,payments,9861,success,2026-03-24 06:09:39.160523,0
INSERT,orders,1962,success,2026-03-23 21:46:39.160523,0
SELECT,users,3826,success,2026-03-30 09:29:39.160523,0
EXPORT,orders,3178,failed,2026-03-24 09:26:39.160523,1
INSERT,logs,7884,success,2026-03-25 00:01:39.160523,0
INSERT,users,5640,success,2026-03-28 10:55:39.160523,0
SELECT,logs,584,failed,2026-03-27 03:27:39.160523,0
DELETE,orders,2016,failed,2026-03-29 12:02:39.160523,0
INSERT,logs,7225,failed,2026-03-24 21:40:39.160523,1
SELECT,payments,5962,failed,2026-03-26 10:42:39.160523,1
UPDATE,payments,8881,failed,2026-03-27 08:24:39.160523,1
SELECT,payments,1454,success,2026-03-28 01:10:39.160523,0
DELETE,users,4289,failed,2026-03-26 00:22:39.160523,1
EXPORT,orders,3687,success,2026-03-27 12:11:39.160523,1
INSERT,payments,1807,failed,2026-03-29 00:39:39.160523,0
INSERT,logs,6529,failed,2026-03-26 16:12:39.160523,1
SELECT,logs,1369,success,2026-03-28 18:00:39.160523,0
DELETE,orders,1053,success,2026-03-26 21:16:39.160523,0
SELECT,payments,3344,failed,2026-03-29 16:43:39.161532,0
UPDATE,orders,2330,success,2026-03-25 08:09:39.161532,0
DELETE,orders,186,success,2026-03-29 03:46:39.161532,0
UPDATE,payments,9200,success,2026-03-28 15:23:39.161532,0
DELETE,orders,2626,failed,2026-03-25 09:54:39.161532,0
INSERT,payments,1231,success,2026-03-25 05:20:39.161532,0
EXPORT,logs,3588,failed,2026-03-29 21:06:39.161532,1
INSERT,orders,4454,success,2026-03-26 13:26:39.161532,0
UPDATE,payments,1338,failed,2026-03-29 08:53:39.161532,0
DELETE,payments,333,failed,2026-03-28 08:00:39.161532,0
EXPORT,payments,4756,success,2026-03-28 05:06:39.161532,1
DELETE,orders,7623,failed,2026-03-29 15:35:39.161532,1
UPDATE,users,3039,success,2026-03-27 10:11:39.161532,0
EXPORT,logs,7103,failed,2026-03-28 14:13:39.161532,1
UPDATE,orders,711,success,2026-03-25 15:52:39.161532,0
UPDATE,payments,6989,failed,2026-03-25 19:50:39.161532,1
DELETE,orders,9990,failed,2026-03-27 09:37:39.161532,1
DELETE,users,3890,success,2026-03-25 16:19:39.161532,1
DELETE,users,8799,success,2026-03-25 00:16:39.161532,1
EXPORT,payments,7966,success,2026-03-28 05:02:39.161532,1
UPDATE,orders,6930,success,2026-03-27 05:27:39.161532,0
DELETE,orders,1654,failed,2026-03-28 22:54:39.161532,0
UPDATE,users,2826,success,2026-03-25 09:17:39.161532,0
SELECT,users,4239,success,2026-03-26 07:04:39.161532,0
DELETE,users,2963,success,2026-03-30 15:09:39.161532,1
EXPORT,users,1696,failed,2026-03-25 20:28:39.161532,1
UPDATE,orders,4334,success,2026-03-25 22:52:39.161532,0
DELETE,logs,1806,failed,2026-03-26 11:49:39.161532,0
DELETE,payments,9602,success,2026-03-29 09:54:39.161532,0
UPDATE,orders,8644,success,2026-03-26 00:09:39.161532,0
DELETE,users,3438,failed,2026-03-26 04:55:39.161532,1
EXPORT,orders,5017,failed,2026-03-25 00:23:39.161532,1
UPDATE,orders,9539,success,2026-03-27 23:50:39.162526,0
INSERT,payments,7523,success,2026-03-28 17:18:39.162526,0
DELETE,users,3095,failed,2026-03-29 08:43:39.162526,1
UPDATE,logs,1564,success,2026-03-25 02:53:39.162526,0
UPDATE,logs,9350,success,2026-03-30 05:45:39.162526,0
EXPORT,users,3135,failed,2026-03-25 11:51:39.162526,1
EXPORT,orders,4024,failed,2026-03-24 21:54:39.162526,1
INSERT,logs,1626,failed,2026-03-28 15:01:39.162526,0
UPDATE,orders,252,failed,2026-03-30 15:19:39.162526,0
DELETE,users,9745,success,2026-03-25 03:06:39.162526,1
EXPORT,orders,2909,failed,2026-03-28 21:15:39.162526,1
INSERT,payments,6896,failed,2026-03-26 21:28:39.162526,1
DELETE,users,9927,failed,2026-03-26 06:12:39.162526,1
DELETE,logs,5252,success,2026-03-29 21:40:39.162526,0
